MapID.x,Area Name,Male population,Female population,White alone persons,Black or African-American alone persons,Native American alone persons,Asian alone persons,Pacific Islander alone persons,Other race alone persons,Not Hispanic or Latino persons,Hispanic or Latino persons,Asian Indian persons,Bangladeshi persons,Bhutanese persons,Burmese persons,Cambodian persons,"Chinese persons, except Taiwanese",Filipino persons,Hmong persons,Indonesian persons,Japanese persons,Korean persons,Laotian persons,Malaysian persons,Mongolian persons,Nepalese persons,Okinawan persons,Pakistani persons,Sri Lankan persons,Taiwanese persons,Thai persons,Vietnamese persons,"Other Asian persons, specified","Other Asian persons, not specified",Persons of two or more Asian origins,Mexican persons,Puerto Rican persons,Cuban persons,Dominican (Dominican Republic) persons,Costa Rican persons,Guatemalan persons,Honduran persons,Nicaraguan persons,Panamanian persons,Salvadoran persons,Other Central American persons,Argentinean persons,Bolivian persons,Chilean persons,Colombian persons,Ecuadorian persons,Paraguayan persons,Peruvian persons,Uruguayan persons,Venezuelan persons,Other South American persons,Spaniard persons,Spanish persons,Spanish American persons,All other Hispanic or Latino persons,Persons of two or more race,Persons under 5 years,Persons 5-9 years,Persons 10-14 years,Persons 15-17 years,Persons 18 and 19 years,Persons 20 years,Persons 21 years,Persons 22-24 years,Persons 25-29 years,Persons 30-34 years,Persons 35-39 years,Persons 40-44 years,Persons 45-49 years,Persons 50-54 years,Persons 55-59 years,Persons 60 and 61 years,Persons 62-64 years,Persons 65 and 66 years,Persons 67-69 years,Persons 70-74 years,Persons 75-79 years,Persons 80-84 years,Persons 85 years and over,MapID.y,Male age at death under 28 days - 2011-13 Avg,Male age at death 1-12 months - 2011-13 Avg,Male age at death 1-4 years - 2011-13 Avg,Male age at death 5-9 years - 2011-13 Avg,Male age at death 10-14 years - 2011-13 Avg,Male age at death 15-19 years - 2011-13 Avg,Male age at death 20-24 years - 2011-13 Avg,Male age at death 25-29 years - 2011-13 Avg,Male age at death 30-34 years - 2011-13 Avg,Male age at death 35-39 years - 2011-13 Avg,Male age at death 40-44 years - 2011-13 Avg,Male age at death 45-49 years - 2011-13 Avg,Male age at death 50-54 years - 2011-13 Avg,Male age at death 55-59 years - 2011-13 Avg,Male age at death 60-64 years - 2011-13 Avg,Male age at death 65-69 years - 2011-13 Avg,Male age at death 70-74 years - 2011-13 Avg,Male age at death 75-79 years - 2011-13 Avg,Male age at death 80-84 years - 2011-13 Avg,Male age at death 85+ years - 2011-13 Avg,Female age at death under 28 days - 2011-13 Avg,Female age at death 1-12 months - 2011-13 Avg,Female age at death 1-4 years - 2011-13 Avg,Female age at death 5-9 years - 2011-13 Avg,Female age at death 10-14 years - 2011-13 Avg,Female age at death 15-19 years - 2011-13 Avg,Female age at death 20-24 years - 2011-13 Avg,Female age at death 25-29 years - 2011-13 Avg,Female age at death 30-34 years - 2011-13 Avg,Female age at death 35-39 years - 2011-13 Avg,Female age at death 40-44 years - 2011-13 Avg,Female age at death 45-49 years - 2011-13 Avg,Female age at death 50-54 years - 2011-13 Avg,Female age at death 55-59 years - 2011-13 Avg,Female age at death 60-64 years - 2011-13 Avg,Female age at death 65-69 years - 2011-13 Avg,Female age at death 70-74 years - 2011-13 Avg,Female age at death 75-79 years - 2011-13 Avg,Female age at death 80-84 years - 2011-13 Avg,Female age at death 85+ years - 2011-13 Avg,MapID,One-family dwellings,Two-family dwellings,Three-family dwellings,4-6 family dwellings,Over 6 family dwellings,Misc. walkups,Elevator apartments,Old-law Tenements,Cooperatives,Condominium buildings,Multi-use residences,Warehouses,Heavy manufacture,Light manufacture,Other industrial,Garages & gas stations,Hotels,Hospitals,Health centers & clinics,Nursing homes,Misc. health facilities,Theatres,1- and 2-story store bldgs,Department stores,Shopping centers,Misc. store buildings,Loft buildings,Religious buildings,Asylums and homes,Office buildings,Places of public assembly,Outdoor rec facilities,Transportation facilities,Utility properties,Vacant land,Schools,Government installations,Miscellaneous,borough,total_pop
11201,11201 - Brooklyn Heights/Cobble Hill,28552,29597,37407,7862,30,6537,108,3250,51028,7121,1070,0,0,4,0,3375,412,0,0,352,498,24,20,0,17,0,122,0,96,67,177,8,68,216,796,2641,281,1015,19,142,128,146,46,96,0,133,0,22,496,219,0,139,16,115,0,296,158,0,217,2956,4021,2447,1505,950,1404,693,765,2062,6548,8549,5901,4828,3813,2955,2605,1143,1544,655,1147,1648,947,939,1080,11201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11201,371,470,324,235,333,5,89,32,1,2,22,96,17,4,12,2,0,3,72,3,0,129,15,37,5,101,7,41,160,373,18,20,90,40,14,0,256,16,Brooklyn,58149
11203,11203 - East Flatbush,34358,44548,3807,70181,100,1323,11,2403,73770,5136,350,235,0,0,0,313,264,0,0,27,38,0,0,0,0,0,78,0,0,7,0,0,8,5,576,1379,114,1041,269,17,24,0,895,62,39,23,0,0,8,302,0,0,0,42,21,0,8,0,315,1080,4824,4723,4545,3028,1889,1139,1025,3356,5784,5229,4597,5425,4913,5378,5455,1885,2876,1675,2183,3333,2539,1489,1620,11203,3,2,0,0,0,2,4,0,2,4,9,10,12,18,26,25,27,28,29,33,3,0,0,0,0,0,0,0,2,0,5,7,13,10,17,19,29,29,35,80,11203,3827,4254,900,543,154,4,43,70,13,5,16,206,1,7,4,5,1,0,145,0,0,56,0,80,1,34,11,7,13,409,0,1,117,49,8,1,7,25,Brooklyn,78910
11204,11204 - Parkville/Bensonhurst,41003,41438,50311,690,126,25380,0,4870,73535,8906,369,153,0,163,4,21555,123,0,40,34,157,49,25,4,0,0,1746,0,41,1,363,0,190,248,3277,1621,156,651,42,763,168,0,14,161,0,42,44,16,263,1234,0,96,0,11,0,57,17,0,273,1063,7081,6221,5741,3457,1716,1140,811,3003,6026,6195,5559,5474,4736,4727,4944,1928,2827,1966,1698,2069,1813,1505,1804,11204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11204,2062,4180,1270,828,138,0,51,30,5,4,4,48,0,0,1,2,2,0,132,1,0,89,0,82,1,50,7,3,145,658,0,23,80,57,5,1,15,8,Brooklyn,82441
11205,11205 - Fort Greene,20712,23803,21393,14310,67,3300,5,4130,36405,8110,366,25,0,0,0,1962,115,0,10,130,425,16,0,0,0,0,17,11,123,33,27,0,18,23,1367,3168,169,1447,65,445,177,116,108,60,3,102,0,6,271,183,0,41,36,11,0,98,39,0,197,1310,4168,3789,2928,1405,1454,986,928,2128,4086,4592,3622,2923,2316,2006,1778,828,807,597,738,839,705,492,399,11205,0,0,0,0,0,0,2,3,0,3,2,6,5,9,10,11,14,13,10,12,2,0,0,0,0,0,0,0,0,0,0,5,5,6,8,9,14,11,11,24,11205,107,576,528,319,153,28,73,127,22,3,77,185,1,2,6,2,0,0,50,0,0,21,3,47,2,25,6,7,185,326,0,0,252,34,7,18,37,32,Brooklyn,44514
11206,11206 - Williamsburg/Bedford-Stuyvesant,42247,44254,38388,24587,636,5993,53,13627,53429,33072,392,95,0,0,0,4650,173,0,40,136,231,0,0,0,0,0,33,20,25,84,53,0,9,54,3910,15359,422,7840,43,359,442,69,267,277,49,115,0,8,620,1686,0,169,51,90,0,286,90,0,921,3217,7205,7310,6173,3622,2219,1161,1145,5778,9995,7560,6070,4120,4289,4353,4032,1427,1818,1344,1566,1949,1630,1037,697,11206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11206,93,925,706,486,315,9,117,173,63,12,93,257,6,1,8,2,5,0,92,1,0,82,17,70,1,31,2,30,216,448,0,6,254,35,6,32,23,134,Brooklyn,86500
11207,11207 - East New York,41334,50538,13275,60104,364,1255,101,14792,60600,31273,299,177,0,27,0,428,113,0,0,11,96,0,0,0,0,0,36,0,0,20,26,0,9,14,2628,10085,275,11209,98,653,917,133,1206,223,32,36,0,41,438,1950,0,15,7,41,89,108,60,9,1019,1983,6696,6321,6470,4234,2497,1725,1561,5112,8356,6425,5617,5622,6240,6263,5826,1996,2248,1389,1840,2181,1377,1005,871,11207,4,3,0,0,0,2,7,5,3,6,10,16,21,26,31,30,27,25,25,28,3,2,0,0,0,0,0,0,3,4,7,12,20,22,22,26,24,30,30,72,11207,2105,4151,1612,708,168,15,48,118,32,6,78,471,5,0,9,6,5,0,113,0,6,82,0,128,33,30,9,75,16,575,0,45,538,43,14,94,6,145,Brooklyn,91872
11208,11208 - Cypress Hills,46333,53011,24735,53752,299,5875,114,12127,59351,39993,2797,1266,0,0,0,1505,30,0,0,9,15,0,0,0,0,0,37,0,0,0,125,0,38,53,2314,12445,241,15025,377,799,1085,164,1012,629,12,85,5,0,358,3837,43,190,0,35,227,45,21,9,1036,2442,8227,7939,6576,4674,2793,1573,1752,5003,8168,7310,6712,6290,6591,6778,5583,2415,2703,1439,1332,2440,1226,932,887,11208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11208,1765,5205,1629,485,126,16,13,110,48,5,22,299,3,0,10,5,4,1,90,1,0,64,0,89,5,16,7,46,6,558,0,17,507,30,19,4,3,85,Brooklyn,99343
11209,11209 - Bay Ridge,31564,34886,50087,1342,169,8977,19,3922,55792,10658,783,66,0,0,0,5952,335,0,86,264,508,0,0,0,0,0,738,0,4,27,30,0,108,76,2207,4815,448,739,12,134,269,12,23,127,0,187,0,1,517,559,44,219,12,64,0,112,23,0,135,1934,4281,3655,2709,1658,1182,505,663,2385,5802,5753,4636,4546,4760,4941,4173,1723,2397,1454,1901,2634,1802,1460,1431,11209,2,0,0,0,0,0,2,0,2,2,3,8,13,16,18,16,30,25,34,59,0,0,0,0,0,0,0,0,0,2,2,4,6,9,14,15,16,22,39,113,11209,2949,2901,504,263,184,3,101,2,0,0,0,67,2,0,1,2,0,0,57,10,1,83,0,35,5,81,7,6,47,938,0,2,73,23,10,0,107,1,Brooklyn,66451
11210,11210 - Vanderveer,29863,35898,20006,38840,54,2898,0,2681,60751,5010,479,138,0,6,18,509,193,0,7,19,31,0,0,18,0,0,1348,95,0,0,4,0,24,27,964,1373,126,494,136,69,282,55,647,322,0,52,14,10,33,150,0,17,2,95,1,61,4,0,104,1282,4426,4577,4774,2850,2000,1264,1032,2577,4856,4158,3952,4883,4077,4209,4243,1779,2050,1343,1425,2076,1400,905,905,11210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11210,5150,1995,309,33,74,1,71,29,1,0,7,68,1,2,5,1,2,0,78,0,1,60,0,66,4,46,4,3,7,377,0,19,86,35,8,1,27,9,Brooklyn,65761
11211,11211 - Williamsburg,49495,49788,76434,6220,338,5297,28,8494,73884,25399,784,254,0,0,10,1775,492,0,7,419,777,8,0,10,10,0,67,1,128,41,300,0,83,142,2502,10211,521,7123,20,290,45,117,102,248,105,97,8,14,578,1576,49,107,29,174,0,818,42,0,621,2472,10101,6279,5127,2954,1903,796,1158,5002,14702,12944,8905,5873,4420,4117,3656,1270,2162,1375,1446,1496,1236,880,1482,11211,0,0,0,0,0,0,0,4,3,3,3,4,5,11,16,12,11,15,18,36,2,0,0,0,0,0,0,2,0,2,2,3,0,8,8,9,10,11,25,67,11211,173,839,1030,653,419,3,163,129,24,8,67,183,3,0,5,2,5,1,67,0,0,80,0,96,6,42,12,24,229,901,2,2,146,35,11,67,61,41,Brooklyn,99284
11212,11212 - Brownsville,37254,50309,4873,73419,264,1343,0,6184,72735,14828,525,203,0,0,0,475,49,0,0,2,49,0,0,0,0,0,3,0,0,0,0,0,28,8,973,6791,234,4250,141,152,557,0,528,136,105,29,0,0,164,194,0,5,0,18,0,26,38,0,486,1480,7098,5404,6606,3792,2559,1353,1151,3781,7446,6469,5422,5774,6097,5669,4806,1759,2382,1443,2229,2266,1680,1226,1153,11212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11212,1588,1466,498,1289,234,5,65,63,5,1,35,143,1,1,4,3,6,0,168,0,1,134,0,76,11,22,9,37,2,361,0,17,258,33,7,8,5,44,Brooklyn,87565
11213,11213 - Brower Park/Crown Heights,29346,35960,13118,44915,204,1385,0,3944,57504,7802,538,20,0,7,0,457,60,0,0,63,65,0,0,0,1,0,4,0,0,17,30,0,123,0,375,2518,230,1781,118,161,355,152,1464,7,0,7,0,32,46,79,0,89,15,50,1,8,73,0,242,1741,4908,4194,4136,2789,1765,1099,1279,3219,5903,5039,4190,3974,3878,4477,4030,1413,1847,875,1269,1685,1343,805,1190,11213,4,0,0,0,0,0,2,2,3,2,5,9,14,18,16,22,18,22,20,25,0,2,0,0,0,0,0,0,2,3,3,7,12,17,17,13,24,23,21,62,11213,695,1978,549,326,407,22,86,19,2,1,6,93,4,3,5,0,1,0,55,0,3,39,0,102,6,15,5,15,24,431,0,2,119,31,8,1,24,18,Brooklyn,65307
11214,11214 - Bath Beach/Bensonhurst,44328,46290,47659,1242,182,32827,4,7471,77574,13044,509,245,0,40,0,27891,317,0,33,38,275,0,7,0,0,0,2369,0,26,10,537,0,96,406,3578,2739,195,592,9,2835,110,8,76,408,0,238,0,25,123,659,5,63,20,94,3,189,35,0,1041,1233,5788,5097,4723,3071,1410,1036,1196,3203,7522,6791,6356,6413,5838,6634,6281,1977,3105,1898,2305,3010,2330,1994,2637,11214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11214,1016,3857,2136,777,169,1,59,22,0,3,2,128,1,0,2,3,2,1,197,0,1,114,0,29,5,43,15,15,129,548,1,0,178,22,7,0,32,13,Brooklyn,90615
11215,11215 - Park Slope/Windsor Terrace,34229,36988,53765,3336,183,5388,0,4509,58824,12393,978,69,0,10,0,2050,362,0,8,662,718,17,18,0,0,0,104,9,34,11,163,15,34,118,2388,4507,353,1653,46,160,98,194,51,171,0,150,117,97,469,585,16,181,11,218,0,599,169,0,163,4035,5644,4212,2798,1601,480,290,413,3004,7899,8733,8120,6115,4918,3683,3487,1416,1804,1341,1471,1567,950,596,674,11215,0,0,0,0,0,0,0,0,0,0,3,4,4,6,14,11,14,14,15,32,0,0,0,0,0,0,0,0,0,0,3,2,3,5,8,5,11,15,17,61,11215,857,3102,1590,665,619,5,43,126,24,4,66,170,4,2,8,0,3,1,66,0,0,70,2,51,4,43,12,15,258,743,0,11,131,26,11,8,352,27,Brooklyn,71216
11216,11216 - Bedford-Stuyvesant,27653,29894,13559,36840,190,2570,13,2440,51807,5740,476,632,0,9,0,512,215,0,4,203,92,0,0,0,28,0,38,89,58,34,49,0,76,55,663,2179,155,1108,72,162,60,107,290,25,7,68,5,52,164,146,0,104,9,137,0,39,65,0,124,1935,3007,2478,2394,1744,880,770,629,3775,8534,5944,4494,3948,3333,3561,3382,1149,1703,914,886,1455,1050,770,748,11216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11216,361,1808,1239,682,618,94,59,16,6,0,23,89,3,0,4,7,4,1,82,0,0,58,1,78,7,22,9,8,49,525,0,0,194,19,5,10,32,18,Brooklyn,57548
11217,11217 - Park Slope/Gowanus,17732,19942,21959,6839,77,2693,0,4309,30102,7573,698,10,0,0,10,1164,112,0,19,119,228,0,11,10,0,0,58,0,94,17,82,1,11,58,849,4124,341,1196,9,31,42,30,142,84,0,56,2,23,168,113,0,46,0,28,0,108,84,0,97,1797,2746,1474,1442,819,316,238,254,1345,4673,5270,4025,2927,2556,1773,1878,832,1099,744,795,947,543,457,521,11217,0,0,0,0,0,0,0,2,0,2,2,4,4,9,7,10,14,13,10,16,0,0,0,0,0,0,0,0,0,0,0,3,6,4,8,9,10,11,12,41,11217,223,1024,718,344,249,77,22,55,12,1,51,99,6,1,3,4,3,4,50,0,1,45,7,39,7,39,6,34,146,489,0,3,89,17,12,6,153,15,Brooklyn,37674
11218,11218 - Kensington/Windsor Terrace,38373,39216,45097,6568,306,14149,0,8706,63757,13833,3570,2936,0,27,8,3144,271,0,42,175,193,0,0,8,48,0,2508,10,69,237,98,0,584,215,5700,3208,444,830,35,616,178,133,96,447,0,48,0,12,483,636,14,390,7,33,0,242,44,0,238,2764,7212,6096,5644,2895,1605,1040,685,3094,6513,6541,6285,5139,4252,4493,4009,1540,2574,1333,1477,1728,1285,1029,1121,11218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11218,1377,2658,937,383,126,3,80,55,11,5,18,141,2,0,2,6,2,0,104,0,0,48,0,39,5,27,11,13,93,534,0,3,77,37,11,0,72,22,Brooklyn,77590
11219,11219 - Borough Park,46623,45802,61447,1125,232,22675,0,6044,80890,11535,1141,581,0,171,0,19426,172,0,54,0,193,0,12,0,0,0,490,0,15,16,64,0,56,283,4071,2610,157,855,0,348,242,70,239,418,0,84,0,0,233,1684,0,109,32,15,0,71,31,0,265,901,11239,8974,7619,4340,1918,1532,1305,4367,7547,6539,4986,5158,4034,4437,4282,1728,2208,1687,1645,1617,1440,1411,2411,11219,2,0,0,0,0,2,2,0,2,3,2,4,7,12,16,17,14,22,32,87,0,0,0,0,0,0,0,0,0,0,0,3,8,6,11,8,13,20,35,153,11219,407,3081,1989,607,176,0,73,104,11,15,37,126,3,5,3,4,5,0,99,0,1,157,1,132,7,106,9,5,394,844,0,22,158,74,3,2,19,14,Brooklyn,92424
11220,11220 - Sunset Park,51850,50482,27553,2624,532,41691,15,27201,60107,42225,1094,133,0,83,0,38244,329,0,14,136,288,0,258,0,0,0,552,0,63,58,145,13,66,161,16590,9790,149,6376,60,1365,874,254,51,899,0,54,1,48,675,3280,0,402,0,307,17,172,130,0,731,2716,8378,7636,6317,3082,2449,1207,1375,4127,10735,8988,8682,7494,6437,6426,5061,2165,2406,1402,1911,1958,1584,1440,1072,11220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11220,602,3986,1296,818,349,4,26,166,13,18,24,156,1,1,10,1,3,1,78,0,0,129,0,60,10,59,11,19,67,956,2,18,94,22,7,16,28,9,Brooklyn,102332
11221,11221 - Bushwick/Bedford-Stuyvesant,40030,42599,23962,44274,736,3060,5,8157,50724,31905,767,236,0,0,6,1086,173,0,5,92,170,0,0,6,4,0,388,6,32,5,43,0,21,25,5094,11089,225,9316,235,14,559,113,462,321,17,73,26,30,334,2692,0,112,5,110,8,111,59,0,902,2435,5828,4667,4810,3177,2165,1489,1452,5509,9603,7164,5821,4670,5345,5002,4444,1431,1896,1375,1571,1854,1441,1022,893,11221,0,2,0,0,0,0,4,5,5,6,9,20,27,26,25,23,30,28,21,25,0,0,0,0,0,0,0,0,0,4,4,9,15,17,19,20,23,25,28,67,11221,391,3930,1976,809,436,14,59,37,2,1,25,187,3,0,3,3,11,0,74,0,0,44,4,118,7,15,9,21,20,546,0,2,353,29,7,1,28,53,Brooklyn,82629
11222,11222 - Greenpoint,17896,19307,30350,1240,138,2249,9,1849,32051,5151,348,56,0,0,0,668,191,0,10,156,337,1,14,0,0,0,213,0,87,3,36,5,108,16,1587,1570,116,575,43,30,16,74,56,8,0,147,2,98,181,182,0,75,0,96,76,84,35,0,99,1370,1493,1042,1003,577,478,368,300,1559,6211,6237,3914,2525,2213,1860,2108,667,1134,681,654,686,467,493,534,11222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11222,182,1014,976,763,440,2,26,315,82,10,136,193,2,0,1,0,0,16,53,0,2,26,9,35,3,45,12,9,90,602,2,5,67,6,6,84,20,76,Brooklyn,37204
11223,11223 - Gravesend/Homecrest,38263,40958,50747,3289,380,17753,165,5342,68583,10639,859,76,0,143,81,14277,77,0,0,12,236,0,0,81,0,0,1526,0,75,33,71,0,65,199,3824,3014,114,658,92,416,359,0,128,386,0,314,7,17,380,427,1,101,0,19,46,125,30,0,181,1546,6683,5039,4386,3236,1721,1041,777,3262,6878,5529,4925,4924,4677,4859,4889,1970,2309,1687,1964,2636,2473,1471,1885,11223,0,0,0,0,0,0,0,2,2,3,3,6,11,15,21,17,22,33,37,67,0,0,0,0,0,0,0,0,2,0,3,4,6,12,10,12,20,26,44,116,11223,2487,4364,1405,372,66,3,58,26,9,1,15,124,0,0,6,1,1,1,198,0,0,82,0,45,2,75,19,10,45,638,0,19,232,36,3,1,19,18,Brooklyn,79221
11224,11224 - Coney Island,18011,22544,22738,9534,91,3198,18,3793,32501,8054,59,73,0,0,0,2634,35,0,11,9,80,0,0,0,0,0,201,0,10,0,39,0,0,0,1313,4892,39,404,34,23,333,139,208,44,0,5,0,0,72,220,0,0,0,15,0,42,0,0,271,1182,2132,2333,2108,1351,883,499,675,1292,2713,1809,2344,2197,2079,2687,2710,1340,1830,1229,1534,1787,2051,1416,1559,11224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11224,1214,509,163,126,33,7,70,17,4,0,9,156,0,0,2,4,2,0,58,0,1,22,0,22,6,8,28,19,13,88,2,14,225,9,11,1,9,26,Brooklyn,40558
11225,11225 - Crown Heights,27735,33328,13739,41687,167,1425,82,2775,54969,6094,326,14,0,0,0,297,138,0,0,173,284,0,7,0,23,0,8,0,4,11,10,0,95,35,1047,1063,156,1235,123,36,187,9,1275,69,0,123,0,89,118,81,7,0,0,63,0,36,35,0,341,1188,4157,3225,3555,1939,1083,841,767,3190,6381,6013,4490,3702,3437,3754,3603,1404,2130,1103,1493,1897,1036,1036,826,11225,0,0,0,0,0,0,0,0,3,4,4,9,13,9,14,16,16,17,14,22,0,0,0,0,0,0,0,0,0,2,3,4,7,10,15,16,19,16,22,55,11225,1200,1163,254,161,258,9,135,12,1,0,5,46,0,0,3,0,1,0,32,0,0,28,0,32,3,17,2,4,30,394,0,12,68,30,8,1,20,5,Brooklyn,61062
11226,11226 - Flatbush,45546,55734,13014,70178,150,3833,11,10782,83503,17778,697,868,0,213,0,702,139,0,34,176,64,0,0,0,293,0,333,0,71,6,59,0,76,16,5797,3188,189,2318,271,162,853,173,1419,1146,81,25,0,130,534,222,24,113,2,319,18,135,84,0,573,3312,7152,6373,6317,3869,2187,1400,1508,4682,9761,8672,7494,6815,6143,6335,5580,2495,3245,1967,2196,2595,1838,1458,1199,11226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11226,1124,1359,675,169,403,8,291,15,2,0,4,84,0,0,4,3,5,1,146,1,0,125,0,69,7,29,7,4,14,672,0,18,60,24,4,0,37,4,Brooklyn,101281
11228,11228 - Dyker Heights,21989,23577,26435,384,123,16174,33,2045,40588,4978,237,0,0,15,0,14615,322,0,12,5,86,0,0,0,0,0,415,0,6,0,145,0,104,192,1143,1908,124,141,15,369,110,5,33,0,0,47,4,3,174,527,38,118,1,76,50,37,14,0,42,373,3138,2491,2431,1735,1022,419,564,1600,3150,3507,3116,3308,3207,3096,2982,1112,1667,931,1141,1515,1113,1151,1169,11228,0,0,0,0,0,0,0,0,2,0,0,3,7,10,10,12,13,15,24,42,0,0,0,0,0,0,0,0,0,0,0,3,4,3,8,7,10,13,24,87,11228,2419,3513,1078,162,33,0,3,0,0,1,4,34,0,1,1,1,0,0,35,0,0,44,0,12,3,33,5,3,41,375,0,0,41,10,2,1,5,0,Brooklyn,45565
11229,11229 - Homecrest/Madison,39300,42273,56201,4244,32,16080,106,3344,73430,8142,545,196,0,48,33,12388,407,0,0,26,371,11,0,33,0,0,1138,4,8,14,508,0,47,277,2260,2479,165,659,10,115,199,2,125,507,0,90,26,0,263,430,5,120,44,26,7,152,23,0,435,1565,5116,4618,4715,2847,1616,1018,967,3191,5572,5201,5287,4850,5435,5528,6271,2146,3528,2022,2247,3112,2512,1564,2211,11229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11229,6184,3558,477,111,63,3,109,3,1,0,0,138,0,0,9,3,2,0,166,0,0,97,0,53,4,110,23,24,64,362,1,9,387,31,28,1,48,43,Brooklyn,81574
11230,11230 - Midwood,41759,44587,59982,7144,472,11704,0,5452,78214,8132,1936,826,0,90,51,2616,102,0,0,128,188,0,0,51,18,0,5359,40,3,39,51,0,85,126,3226,1874,160,639,13,204,195,36,70,176,4,94,0,39,390,510,0,144,0,10,0,54,13,0,278,1593,7708,6834,6132,3610,1894,1269,1354,3716,6369,5630,4989,4960,4564,4930,5100,1988,2866,1892,2050,2504,2071,1662,2254,11230,0,0,0,0,0,0,0,0,3,2,3,5,7,16,21,22,19,28,39,94,2,0,0,0,0,0,0,0,0,0,3,5,5,12,13,14,21,21,44,152,11230,3231,2432,608,185,132,1,155,16,8,2,11,84,1,0,5,8,2,1,140,0,0,63,0,79,8,62,5,9,53,454,0,30,118,48,5,0,61,10,Brooklyn,86346
11231,11231 - Carroll Gardens/Red Hook,17775,20027,25262,4926,132,2015,0,3516,30096,7705,415,0,0,0,0,813,114,0,0,313,185,0,0,0,0,0,70,0,11,3,40,0,23,27,580,4117,80,910,0,26,316,34,93,217,0,160,0,40,206,212,0,21,48,99,0,320,127,0,100,1950,2948,2218,1569,995,546,234,225,1041,2876,5048,3944,3141,2855,1979,2340,860,1043,478,617,1103,593,638,510,11231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11231,251,850,979,735,208,10,19,174,12,2,105,213,2,0,3,0,2,1,31,0,1,17,3,23,2,32,5,30,124,501,5,5,315,11,24,1,79,82,Brooklyn,37801
11232,11232 - Industry City/Sunset Park,16355,14118,11168,1414,305,6166,32,9900,13743,16730,513,207,0,0,0,4605,177,0,0,42,95,0,0,0,0,0,158,0,30,56,196,0,25,62,5848,4163,132,2873,23,237,135,130,0,652,0,2,11,34,528,1211,0,308,18,13,0,96,20,0,295,1488,1818,2216,1498,923,581,394,449,1691,3519,3351,2689,2158,2295,1874,1280,518,750,475,379,712,409,295,200,11232,0,0,0,0,0,0,0,2,0,0,2,3,3,5,7,4,4,3,7,7,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,4,3,6,13,11232,124,854,422,277,156,1,8,289,40,42,43,149,9,0,4,0,1,1,35,0,0,53,5,14,1,40,5,5,33,225,7,16,41,12,4,9,28,20,Brooklyn,30474
